stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
StopArea:ABDU,"Abel Durand",,47.22015730,-1.60339246,,,1,,
StopArea:ABLA,"Avenue Blanche",,47.22973100,-1.58942059,,,1,,
StopArea:ACHA,"Angle Chaillou",,47.26977722,-1.57185211,,,1,,
StopArea:ADBO,"Audubon",,47.21401606,-1.72323592,,,1,,
StopArea:ADEL,"Aimé Delrue",,47.20897359,-1.55010672,,,1,,
StopArea:ADPI,"Avenue des Pins",,47.25326073,-1.59670445,,,1,,
StopArea:AECL,"Aéroclub",,47.15936441,-1.59799574,,,1,,
StopArea:AEPO,"Aéroport",,47.15770237,-1.59655315,,,1,,
StopArea:AESP,"Aérospatiale",,47.16078877,-1.58793208,,,1,,
StopArea:AFRA,"Anatole France",,47.22393027,-1.57193969,,,1,,
StopArea:AGBE,"L'Angebert",,47.14072927,-1.45551818,,,1,,
StopArea:AGVI,"Angevinière",,47.24529886,-1.61093247,,,1,,
StopArea:AIBU,"Airbus",,47.15869537,-1.59121199,,,1,,
StopArea:AIGU,"Aiguillon",,47.25445925,-1.49691883,,,1,,
StopArea:ALDE,"Allende",,47.17525341,-1.62320432,,,1,,
StopArea:ALNE,"Aulne",,47.27633116,-1.63837020,,,1,,
StopArea:ALOT,"Allouettes",,47.20157324,-1.60162773,,,1,,
StopArea:AMCA,"Armoricaine",,47.25827307,-1.64747915,,,1,,
StopArea:AMER,"Américains",,47.23612591,-1.56820260,,,1,,
StopArea:AMOR,"Ar Mor",,47.22801889,-1.62367286,,,1,,
StopArea:AMPE,"Ampère",,47.26077064,-1.55320077,,,1,,
StopArea:ANGE,"Les Anges",,47.27520418,-1.63709529,,,1,,
StopArea:ANTO,"Antons",,47.25768995,-1.62256356,,,1,,
StopArea:APAV,"Apave",,47.22539488,-1.64754241,,,1,,
StopArea:APER,"Ampère",,47.30227711,-1.50789738,,,1,,
StopArea:APRE,"Ambroise Paré",,47.22907805,-1.60854526,,,1,,
StopArea:AQUI,"Aquitaine",,47.20985471,-1.61492638,,,1,,
StopArea:ARAG,"Arago",,47.30346079,-1.50480495,,,1,,
StopArea:ARBO,"Arbois",,47.25861086,-1.58188396,,,1,,
StopArea:ARCA,"Arcades",,47.21179426,-1.65274239,,,1,,
StopArea:ARGO,"Argonautes",,47.30242198,-1.48182549,,,1,,
StopArea:ARMO,"Armorique",,47.27147205,-1.44534382,,,1,,
StopArea:ATAR,"Antarès",,47.28171763,-1.45970027,,,1,,
StopArea:AUCP,"La Chapelle Aulnay",,47.30838347,-1.54342688,,,1,,
StopArea:AUFR,"L'Aufrère",,47.16804829,-1.52507017,,,1,,
StopArea:AUGE,"Augé",,47.19496578,-1.51736648,,,1,,
StopArea:AVEN,"Aveneaux",,47.23365905,-1.62990901,,,1,,
StopArea:BABI,"Barbinière",,47.15958402,-1.48180920,,,1,,
StopArea:BAGA,"Bagatelle",,47.24345501,-1.62005467,,,1,,
StopArea:BAIE,"Babinière",,47.25920497,-1.54620749,,,1,,
StopArea:BAIR,"Bel Air",,47.22544151,-1.55922545,,,1,,
StopArea:BALI,"Balinière",,47.18449776,-1.55448602,,,1,,
StopArea:BANS,"Bois des Anses",,47.24660522,-1.49476863,,,1,,
StopArea:BARR,"La Barre",,47.30844177,-1.38295034,,,1,,
StopArea:BAST,"Bastille",,47.17938648,-1.59722149,,,1,,
StopArea:BATI,"Batignolles",,47.25552751,-1.52966934,,,1,,
StopArea:BAUG,"Baugerie",,47.20349417,-1.52088809,,,1,,
StopArea:BAVO,"Basse Orévière",,47.22040673,-1.65893741,,,1,,
StopArea:BBAU,"Bd C.Gautier",,47.22151772,-1.60838431,,,1,,
StopArea:BBON,"Boisbonne",,47.28686058,-1.50837641,,,1,,
StopArea:BCDI,"Boucardière",,47.20067055,-1.59905036,,,1,,
StopArea:BCES,"Bois Cesbron",,47.26113484,-1.62453869,,,1,,
StopArea:BCHE,"Basse Chênaie",,47.24101394,-1.50851837,,,1,,
StopArea:BCOI,"Branchoire",,47.21782589,-1.60308856,,,1,,
StopArea:BCTT,"Blanchet",,47.17166881,-1.54329386,,,1,,
StopArea:BDAN,"Bd des Anglais",,47.22670758,-1.58298444,,,1,,
StopArea:BDEL,"Baudelaire",,47.23365711,-1.59314693,,,1,,
StopArea:BDIN,"Bodinières",,47.21000731,-1.64190242,,,1,,
StopArea:BDLA,"Bout des Landes",,47.26744242,-1.58226680,,,1,,
StopArea:BDNN,"Bourdonnais",,47.20555361,-1.57998111,,,1,,
StopArea:BDOU,"Bd de Doulon",,47.22471463,-1.51977553,,,1,,
StopArea:BDPA,"Bout des Pavés",,47.25269421,-1.57629132,,,1,,
StopArea:BDRI,"Bourderies",,47.20663194,-1.59592025,,,1,,
StopArea:BDSP,"Bd des Sports",,47.16589107,-1.46812862,,,1,,
StopArea:BDUC,"Bourgault-Ducoudray",,47.20246519,-1.54883051,,,1,,
StopArea:BEDR,"Bel endroit",,47.15470661,-1.63396536,,,1,,
StopArea:BEGE,"Beauger",,47.23429829,-1.55299443,,,1,,
StopArea:BEHI,"Béhinière",,47.19701789,-1.79093353,,,1,,
StopArea:BEIL,"Beillevaire",,47.24938735,-1.60726607,,,1,,
StopArea:DPBL,"Le Bêle",,47.26472929,-1.51035666,,,1,,
StopArea:BELM,"Belges-Montbazon",,47.23461282,-1.54098400,,,1,,
StopArea:BENA,"Beaulieu",,47.20394287,-1.53704358,,,1,,
StopArea:BEOC,"Belloc",,47.20374088,-1.61460707,,,1,,
StopArea:BESS,"Bessonneau",,47.21462890,-1.71349968,,,1,,
StopArea:BETO,"Belle Etoile",,47.28061724,-1.45207869,,,1,,
StopArea:BEVA,"Beauvaiserie",,47.13627173,-1.65444519,,,1,,
StopArea:BGAR,"Bonne Garde",,47.19696472,-1.53127537,,,1,,
StopArea:BGCY,"Beaugency",,47.20379533,-1.49024992,,,1,,
StopArea:BGLA,"Basse-Goulaine",,47.20829389,-1.46863248,,,1,,
StopArea:BGNN,"Bourgonnière",,47.20737690,-1.65545309,,,1,,
StopArea:BGOG,"Bourgogne",,47.24667097,-1.58920949,,,1,,
StopArea:BGRI,"Bougrière",,47.25511025,-1.47183238,,,1,,
StopArea:BGSH,"Bergerie",,47.23794964,-1.62824352,,,1,,
StopArea:BGTT,"Bergeronnettes",,47.23950537,-1.60124722,,,1,,
StopArea:BGVI,"Bougainville",,47.19894579,-1.58359414,,,1,,
StopArea:BHAR,"Bois Hardy",,47.19827606,-1.60059220,,,1,,
StopArea:BIAN,"Aristide Briand",,47.29639626,-1.49516251,,,1,,
StopArea:BIEE,"Belle-Ile",,47.22396438,-1.73232107,,,1,,
StopArea:BIGN,"Bignons",,47.19981789,-1.49340125,,,1,,
StopArea:BILE,"Basse Ile",,47.19567710,-1.56313727,,,1,,
StopArea:BIND,"Basse Indre",,47.19787100,-1.67266398,,,1,,
StopArea:BIOT,"Bigeottière",,47.25608260,-1.61953406,,,1,,
StopArea:BJLI,"Bois Jaulin",,47.17757559,-1.63685031,,,1,,
StopArea:BJOI,"Beaujoire",,47.25880813,-1.52492316,,,1,,
StopArea:BLAV,"Balavoine",,47.30637948,-1.55480112,,,1,,
StopArea:BLCH,"Blancho",,47.21325015,-1.73473181,,,1,,
StopArea:BLDR,"Boulodrome",,47.25829906,-1.51412721,,,1,,
StopArea:BLEM,"Belem",,47.26545739,-1.45298870,,,1,,
StopArea:BLGO,"Berligout",,47.21567195,-1.67854564,,,1,,
StopArea:BLLE,"Bellestre",,47.14793376,-1.69406522,,,1,,
StopArea:BLNO,"Bois de La Noé",,47.14178867,-1.67142407,,,1,,
StopArea:BLOR,"Blordière",,47.17990799,-1.53398357,,,1,,
StopArea:BLSL,"Bellevue",,47.23541838,-1.47360365,,,1,,
StopArea:BLUA,"Bélouga",,47.16580200,-1.58354505,,,1,,
StopArea:BLVU,"Mendès-France-Bellevue",,47.20889232,-1.61131299,,,1,,
StopArea:BLZZ,"Berlioz",,47.23961242,-1.57163115,,,1,,
StopArea:BNAR,"Bernard",,47.16732508,-1.52515008,,,1,,
StopArea:BNCH,"Blanchetière",,47.28967380,-1.55609936,,,1,,
StopArea:BNET,"Bignonnet",,47.17553725,-1.46511578,,,1,,
StopArea:BNIE,"Bournière",,47.25439588,-1.45524697,,,1,,
StopArea:BNLU,"Bénélux",,47.25402527,-1.49913644,,,1,,
StopArea:BNNO,"Bernanos",,47.20648589,-1.61335590,,,1,,
StopArea:BNON,"Bignon",,47.24907483,-1.59772057,,,1,,
StopArea:BNTA,"BN",,47.18394946,-1.49662542,,,1,,
StopArea:BNVI,"Bonneville",,47.24395007,-1.53650309,,,1,,
StopArea:BOCE,"Centre de Bouguenais",,47.17867198,-1.62332507,,,1,,
StopArea:BODO,"Bourdonnières",,47.18726408,-1.52100532,,,1,,
StopArea:BOFA,"Bouffay",,47.21450597,-1.55268174,,,1,,
StopArea:BOGE,"Bourgeonnière",,47.25301947,-1.56136733,,,1,,
StopArea:BOLL,"Bois Tillac",,47.20015480,-1.77121795,,,1,,
StopArea:BOND,"Bonde",,47.22261834,-1.55214517,,,1,,
StopArea:BORL,"Bourrelière",,47.15793215,-1.49898871,,,1,,
StopArea:BOSI,"Boissière",,47.25512278,-1.56575384,,,1,,
StopArea:BOTI,"Boutière",,47.15796666,-1.46809386,,,1,,
StopArea:BOUE,"Bio Ouest Laënnec",,47.23279622,-1.64187860,,,1,,
StopArea:BOVR,"Bouvre",,47.17821183,-1.61311926,,,1,,
StopArea:BPTY,"Boulay Paty",,47.22891717,-1.57627077,,,1,,
StopArea:BRAG,"Bois Raguenet",,47.26664252,-1.60046790,,,1,,
StopArea:BRBI,"Bois Robillard",,47.23514550,-1.51973294,,,1,,
StopArea:BRCH,"Bréchetière",,47.28468285,-1.50345493,,,1,,
StopArea:BRDI,"Briandière",,47.18970915,-1.69205782,,,1,,
StopArea:BRET,"Bretonnière",,47.16651436,-1.46289052,,,1,,
StopArea:BRGA,"Beauregard",,47.21076342,-1.65649887,,,1,,
StopArea:BRIN,"Brains",,47.16961500,-1.72303943,,,1,,
StopArea:BRLA,"Brouillard",,47.27395885,-1.51446158,,,1,,
StopArea:BRNI,"Baronnière",,47.25958948,-1.60391744,,,1,,
StopArea:BROS,"Brossais",,47.16258113,-1.58555429,,,1,,
StopArea:BRTA,"Bretagne",,47.21706976,-1.55818751,,,1,,
StopArea:BRUN,"Bruneau",,47.22789030,-1.56138708,,,1,,
StopArea:BRVI,"Boris Vian",,47.15316740,-1.68349931,,,1,,
StopArea:BSAN,"Bobby Sands",,47.22989322,-1.65290228,,,1,,
StopArea:BSEJ,"Beauséjour",,47.23805046,-1.58579949,,,1,,
StopArea:BSIS,"Bossis",,47.21250988,-1.71228171,,,1,,
StopArea:BSLO,"Bois St-Louis",,47.24580363,-1.58028406,,,1,,
StopArea:BSNI,"Bussonnière",,47.26972263,-1.44376460,,,1,,
StopArea:BSOL,"Beau Soleil",,47.17766190,-1.64478281,,,1,,
StopArea:BSSL,"Beau Soleil",,47.26112409,-1.47517129,,,1,,
StopArea:BSTI,"Bastière",,47.14915680,-1.45941515,,,1,,
StopArea:BSYS,"Bois St-Lys",,47.30034674,-1.48194193,,,1,,
StopArea:BTAI,"BTAI",,47.22170065,-1.66577687,,,1,,
StopArea:BTCY,"Lycée Bois Tillac",,47.20342876,-1.77034579,,,1,,
StopArea:BTIE,"Bottière",,47.24023431,-1.51838071,,,1,,
StopArea:BTLE,"Bouteillerie",,47.22146527,-1.54360044,,,1,,
StopArea:BTRA,"Bertrand",,47.25703804,-1.57568323,,,1,,
StopArea:BUGA,"Bugallière",,47.25996214,-1.63768218,,,1,,
StopArea:BULA,"Butte des Landes",,47.16034071,-1.49427547,,,1,,
StopArea:BUON,"Bougon",,47.17378741,-1.61081153,,,1,,
StopArea:BUSS,"Buisson",,47.25990480,-1.48751972,,,1,,
StopArea:BVDI,"Bouvardière",,47.23852184,-1.59839758,,,1,,
StopArea:BVER,"Bouvernière",,47.23807536,-1.61145724,,,1,,
StopArea:BVOI,"Beauvoir",,47.17851239,-1.63057890,,,1,,
StopArea:BYCE,"Centre de Bouaye",,47.14387489,-1.69164746,,,1,,
StopArea:BYGA,"Gare de Bouaye",,47.13825909,-1.68094178,,,1,,
StopArea:BYTO,"Bouaye Coteaux",,47.16448229,-1.67932998,,,1,,
StopArea:BZAR,"Buzardières",,47.20723065,-1.65967180,,,1,,
StopArea:CABR,"Cabrol",,47.20327644,-1.58866916,,,1,,
StopArea:CACE,"Centre de Carquefou",,47.29653649,-1.49093632,,,1,,
StopArea:CADO,"Cadoire",,47.25673385,-1.48808660,,,1,,
StopArea:CAGE,"Chalonges",,47.27588403,-1.42885050,,,1,,
StopArea:CALI,"Californie",,47.19180767,-1.58426052,,,1,,
StopArea:CANC,"Canclaux",,47.21392654,-1.57477787,,,1,,
StopArea:CAPE,"Capellia",,47.27971448,-1.55497680,,,1,,
StopArea:CARQ,"Carquefou",,47.30374589,-1.48536253,,,1,,
StopArea:CAST,"Castorama",,47.25899041,-1.50690098,,,1,,
StopArea:CATI,"Cartier",,47.26753137,-1.45564960,,,1,,
StopArea:CATV,"CAT Vertonne",,47.18416147,-1.48210907,,,1,,
StopArea:CAUX,"Château D'Aux",,47.18536593,-1.67455481,,,1,,
StopArea:CBAC,"Bac de Couëron",,47.20598337,-1.75170597,,,1,,
StopArea:CBEA,"Charbonneau",,47.30068260,-1.49083624,,,1,,
StopArea:CBGE,"Chapeau Berger",,47.17100393,-1.46875604,,,1,,
StopArea:CBIN,"Corbinerie",,47.16143502,-1.54228836,,,1,,
StopArea:CBLE,"Chemin Bleu",,47.17822772,-1.52501183,,,1,,
StopArea:CBNA,"Cambronne",,47.22535286,-1.54850983,,,1,,
StopArea:CBOU,"Couëron-Bougon",,47.22508102,-1.73386051,,,1,,
StopArea:CBSS,"Cambronne",,47.20658880,-1.50644117,,,1,,
StopArea:CBTE,"Choblèterie",,47.13620786,-1.46153344,,,1,,
StopArea:CCAN,"Couchant",,47.27248264,-1.59560486,,,1,,
StopArea:CCDI,"Cochardières",,47.22994281,-1.63320361,,,1,,
StopArea:CCHA,"Couchant",,47.27010866,-1.51378720,,,1,,
StopArea:CCLA,"Cimetière de la Classerie",,47.17087435,-1.55882140,,,1,,
StopArea:CCOU,"Champ de Courses",,47.24498315,-1.56197183,,,1,,
StopArea:CCRE,"Chêne Creux",,47.17005354,-1.54845981,,,1,,
StopArea:CDAN,"Chêne des Anglais",,47.26153883,-1.57310197,,,1,,
StopArea:CDCO,"Cité Internationale des Congrès",,47.21369981,-1.54504379,,,1,,
StopArea:CDMA,"Champ de Manoeuvre",,47.27270482,-1.50074174,,,1,,
StopArea:CELL,"Le Cellier",,47.32388492,-1.34786995,,,1,,
StopArea:CFOI,"Champ de Foire",,47.12424017,-1.61890717,,,1,,
StopArea:CGAU,"Cimetière de la Gaudinière",,47.24172945,-1.58355651,,,1,,
StopArea:CGLA,"Chêne Gala",,47.18315380,-1.53923829,,,1,,
StopArea:CHAB,"Chabossière",,47.21536358,-1.68222404,,,1,,
StopArea:CHBE,"Chambelles",,47.23162967,-1.53058634,,,1,,
StopArea:CHER,"Cochère",,47.20269502,-1.77828605,,,1,,
StopArea:CHFL,"Champ Fleuri",,47.14374039,-1.52477013,,,1,,
StopArea:CHGN,"Châtaigniers",,47.22215639,-1.60287866,,,1,,
StopArea:CHLI,"Cholière",,47.25093723,-1.60671900,,,1,,
StopArea:CHME,"Charmes",,47.19080195,-1.46104727,,,1,,
StopArea:CHNI,"Charbonnière",,47.26377405,-1.64206735,,,1,,
StopArea:CHOC,"Chocolaterie",,47.24280469,-1.52769143,,,1,,
StopArea:CHPO,"Champonnière",,47.16409188,-1.50603270,,,1,,
StopArea:CHRE,"Chalâtres",,47.23183531,-1.53787365,,,1,,
StopArea:CHSS,"Chaussée",,47.17664867,-1.52106736,,,1,,
StopArea:CHTE,"Châtelets",,47.19715671,-1.54064878,,,1,,
StopArea:CHZY,"Chanzy",,47.22403084,-1.54497641,,,1,,
StopArea:CIFA,"CIFAM",,47.26672891,-1.48814027,,,1,,
StopArea:CJOS,"Cimetière de St-Joseph-de-Porterie",,47.26852726,-1.52068599,,,1,,
StopArea:CLAM,"Clos Ami",,47.21214757,-1.65554467,,,1,,
StopArea:CLBO,"Clos Bonnet",,47.18917694,-1.56358856,,,1,,
StopArea:CLCC,"Centre René Gauducheau",,47.23850738,-1.63820369,,,1,,
StopArea:CLET,"Clétras",,47.25510862,-1.51257458,,,1,,
StopArea:CLGE,"Chalonges",,47.18916104,-1.47255701,,,1,,
StopArea:CLMO,"Cimetière de La Montagne",,47.18729268,-1.68645864,,,1,,
StopArea:CLNA,"Colonac",,47.22421827,-1.60316273,,,1,,
StopArea:CLOT,"Clotais",,47.19302513,-1.71820783,,,1,,
StopArea:CLRO,"Clos Roux",,47.19812466,-1.74978398,,,1,,
StopArea:CLSE,"Closeaux",,47.23995337,-1.62759856,,,1,,
StopArea:CLTT,"Châlet",,47.22945271,-1.54444432,,,1,,
StopArea:CLUE,"Clouet",,47.16710025,-1.51034257,,,1,,
StopArea:CLVA,"Calvaire",,47.14680985,-1.51918269,,,1,,
StopArea:CLZE,"Clouzeaux",,47.17939999,-1.49260107,,,1,,
StopArea:CMAR,"Cirque-Marais",,47.21821749,-1.55711305,,,1,,
StopArea:CMCI,"Clémencière",,47.26953696,-1.43568045,,,1,,
StopArea:CMLL,"Charmille",,47.25708257,-1.60611395,,,1,,
StopArea:CMNE,"Commune 1871",,47.19933781,-1.49970975,,,1,,
StopArea:CMOU,"Clos du Moulin",,47.14512195,-1.52117338,,,1,,
StopArea:CMUS,"Camus",,47.21913271,-1.57264675,,,1,,
StopArea:CNAV,"Chantiers Navals",,47.20880850,-1.56777794,,,1,,
StopArea:CNCE,"Chenonceau",,47.27262643,-1.43483996,,,1,,
StopArea:CNGO,"Congo",,47.23965236,-1.61011890,,,1,,
StopArea:CNON,"Chinon",,47.27416393,-1.42912627,,,1,,
StopArea:CNTR,"Centaure",,47.17007260,-1.62717988,,,1,,
StopArea:COAY,"Corlay",,47.20794884,-1.64412854,,,1,,
StopArea:COBI,"Corbières",,47.20190618,-1.48747186,,,1,,
StopArea:COCH,"Cochard",,47.22402387,-1.55052864,,,1,,
StopArea:COET,"Les Couëts",,47.18069063,-1.58668816,,,1,,
StopArea:COHO,"Chohonnière",,47.26328607,-1.48604172,,,1,,
StopArea:COLI,"Colinière",,47.23569971,-1.50853300,,,1,,
StopArea:COMM,"Commerce",,47.21337025,-1.55654879,,,1,,
StopArea:CONI,"Corniche",,47.25261848,-1.59440839,,,1,,
StopArea:COQU,"Coquelicots",,47.22253956,-1.72930385,,,1,,
StopArea:CORA,"Conraie",,47.26077182,-1.58773135,,,1,,
StopArea:COST,"Cousteau",,47.23987594,-1.51293285,,,1,,
StopArea:COTA,"Coutancière",,47.30620126,-1.56008462,,,1,,
StopArea:COUD,"Coudray",,47.23222357,-1.54239752,,,1,,
StopArea:CP3R,"Chapelles",,47.16354476,-1.53847942,,,1,,
StopArea:CP4L,"Chapelle Laënnec",,47.23536751,-1.63783808,,,1,,
StopArea:CPER,"Copernic",,47.21490855,-1.56440687,,,1,,
StopArea:CPGN,"Champagnère",,47.21033886,-1.46124437,,,1,,
StopArea:CPLI,"Chaplin",,47.22241909,-1.61625115,,,1,,
StopArea:CPRE,"Chaupières",,47.24236480,-1.49499380,,,1,,
StopArea:CQGU,"Chat-Qui-Guette",,47.19196413,-1.69711679,,,1,,
StopArea:CQLU,"Coqueluchon",,47.18383096,-1.47032832,,,1,,
StopArea:CRAI,"Clairais",,47.27521402,-1.43833070,,,1,,
StopArea:CRBE,"Corberie",,47.15205072,-1.52404890,,,1,,
StopArea:CRCE,"Courocerie",,47.25221514,-1.49940339,,,1,,
StopArea:CREZ,"Château de Rezé",,47.18477537,-1.55975501,,,1,,
StopArea:CRME,"Crémetterie",,47.21820708,-1.60774358,,,1,,
StopArea:CROU,"Chemin Rouge",,47.25187752,-1.51763293,,,1,,
StopArea:CRPO,"Criport",,47.15795815,-1.50361202,,,1,,
StopArea:CRQU,"Place du Cirque",,47.21696856,-1.55675776,,,1,,
StopArea:CRSA,"Croissant",,47.24055106,-1.53043801,,,1,,
StopArea:CRTI,"Crétinières",,47.27653350,-1.55315709,,,1,,
StopArea:CRVA,"Cravate",,47.24327939,-1.58829920,,,1,,
StopArea:CSAY,"Chassay",,47.24524832,-1.48409095,,,1,,
StopArea:CSCL,"Cimetière St-Clair",,47.21656884,-1.59242049,,,1,,
StopArea:CSER,"Chapelle-sur-Erdre",,47.29942423,-1.55005779,,,1,,
StopArea:CSGR,"Cassegrain",,47.18767482,-1.48751211,,,1,,
StopArea:CSHB,"Carrières",,47.20815365,-1.63819582,,,1,,
StopArea:CSIB,"Clos Siban",,47.21023004,-1.64588445,,,1,,
StopArea:CSMP,"Casimir Périer",,47.23197965,-1.56829658,,,1,,
StopArea:CSRI,"Classerie",,47.16799479,-1.55874400,,,1,,
StopArea:CSTE,"Casterneau",,47.22714751,-1.53264215,,,1,,
StopArea:CSVA,"Conservatoire",,47.20724258,-1.53265665,,,1,,
StopArea:CTBO,"Coteaux",,47.18437689,-1.66932799,,,1,,
StopArea:CTEU,"Caboteurs",,47.18647549,-1.58743716,,,1,,
StopArea:CTIE,"Châtelier",,47.18483577,-1.59326213,,,1,,
StopArea:CTLI,"Courteline",,47.23564270,-1.58773874,,,1,,
StopArea:CTNS,"Carterons",,47.21860614,-1.73865625,,,1,,
StopArea:CTOR,"Clos Toreau",,47.19432164,-1.52911823,,,1,,
StopArea:CTRE,"Chantrerie",,47.28230302,-1.51810700,,,1,,
StopArea:CTYY,"Coty",,47.24898935,-1.48806168,,,1,,
StopArea:CUGA,"Gare de Couëron",,47.22173732,-1.72395416,,,1,,
StopArea:CUIE,"Chausserie",,47.14911471,-1.70405679,,,1,,
StopArea:CURI,"Curie",,47.19055879,-1.48745391,,,1,,
StopArea:CUVI,"Cuvier",,47.21070555,-1.57414588,,,1,,
StopArea:CVBL,"Cheveux Blancs",,47.26545255,-1.63517944,,,1,,
StopArea:CVDO,"Cimetière de Vieux Doulon",,47.23848796,-1.50053458,,,1,,
StopArea:CVER,"Chapeau Verni",,47.18924831,-1.51165948,,,1,,
StopArea:CVLE,"Chevalerie",,47.25221480,-1.54517072,,,1,,
StopArea:CVNI,"Chauvinière",,47.25157511,-1.57210879,,,1,,
StopArea:CVRN,"Cheverny",,47.24548392,-1.60552323,,,1,,
StopArea:CVTI,"Convention",,47.21072899,-1.58670450,,,1,,
StopArea:CZIN,"Chézine",,47.23372865,-1.59897057,,,1,,
StopArea:DAKK,"Danemark",,47.26097867,-1.49857702,,,1,,
StopArea:DALB,"Dalby",,47.22508411,-1.52971650,,,1,,
StopArea:DANU,"Danube",,47.30405060,-1.50061050,,,1,,
StopArea:DAVU,"Davum",,47.26493425,-1.49608243,,,1,,
StopArea:DAYA,"Dayat",,47.20086884,-1.67426307,,,1,,
StopArea:DCAN,"Duchesse Anne-Château",,47.21616915,-1.54751113,,,1,,
StopArea:DCFF,"Du Chaffault",,47.20760598,-1.58200286,,,1,,
StopArea:DEMO,"Desmoulins",,47.23227195,-1.52217027,,,1,,
StopArea:DERV,"Dervallières",,47.22889513,-1.59808602,,,1,,
StopArea:DIAN,"Diane",,47.23966265,-1.57811502,,,1,,
StopArea:DIDE,"Espace Diderot",,47.18433416,-1.56297151,,,1,,
StopArea:DLCR,"Delacroix",,47.22360815,-1.58936784,,,1,,
StopArea:DLLE,"Drillet",,47.23476398,-1.66569657,,,1,,
StopArea:DLME,"Delorme",,47.21570823,-1.56472955,,,1,,
StopArea:DMAI,"Domaine",,47.17840937,-1.47086745,,,1,,
StopArea:DMUR,"Dumont d'Urville",,47.22587166,-1.63633918,,,1,,
StopArea:DNAI,"Danais",,47.21368938,-1.58969749,,,1,,
StopArea:DOCE,"Doucet",,47.27796857,-1.63266866,,,1,,
StopArea:DOLT,"Dolto",,47.21650999,-1.63617274,,,1,,
StopArea:DOME,"Doumer",,47.22226896,-1.57842860,,,1,,
StopArea:DOTT,"Douettée",,47.20782316,-1.49912862,,,1,,
StopArea:DPTE,"Déportés",,47.19715306,-1.49228559,,,1,,
StopArea:DRAD,"Désirade",,47.27819851,-1.48446172,,,1,,
StopArea:DRID,"Druides",,47.23861884,-1.50742048,,,1,,
StopArea:DROI,"Droitière",,47.30821718,-1.37313692,,,1,,
StopArea:DSAI,"Desaix",,47.22755156,-1.54205870,,,1,,
StopArea:DUKA,"Dukas",,47.23522868,-1.60251920,,,1,,
StopArea:DUNA,"Dunant",,47.24391964,-1.52129149,,,1,,
StopArea:EBCA,"Embarcadère",,47.19408468,-1.64653306,,,1,,
StopArea:ECBU,"Ecobuts",,47.19393956,-1.50764703,,,1,,
StopArea:ECHO,"Echoppes",,47.14310177,-1.68645373,,,1,,
StopArea:ECLI,"Echalier",,47.21518214,-1.46185252,,,1,,
StopArea:ECOS,"Ecosse",,47.21520392,-1.52622663,,,1,,
StopArea:ECSU,"Ecole Centrale-Audencia",,47.24895114,-1.55115045,,,1,,
StopArea:ECTE,"Enchanterie",,47.23041759,-1.52375537,,,1,,
StopArea:EDNA,"Edit de Nantes",,47.21439732,-1.56886391,,,1,,
StopArea:EDRE,"Erdreau",,47.29114983,-1.50127235,,,1,,
StopArea:EGLI,"Egalité",,47.20943297,-1.58881812,,,1,,
StopArea:EINS,"Einstein",,47.26395527,-1.57089717,,,1,,
StopArea:EMBE,"Embellie",,47.26554307,-1.51835371,,,1,,
StopArea:ENCO,"Ennerie Corbon",,47.14197580,-1.70470652,,,1,,
StopArea:EPEL,"Ecoles",,47.19752281,-1.75912140,,,1,,
StopArea:EPIN,"Epinais",,47.13632633,-1.61055959,,,1,,
StopArea:EPYY,"Epinay",,47.29234637,-1.48692971,,,1,,
StopArea:EQPE,"Equipement",,47.22380946,-1.57550052,,,1,,
StopArea:ERDI,"Eraudière",,47.24165838,-1.53501460,,,1,,
StopArea:ESCA,"Escall",,47.19948878,-1.50328845,,,1,,
StopArea:ESOR,"Ecoles",,47.14544898,-1.52753353,,,1,,
StopArea:ESSO,"Esso",,47.19475301,-1.62715773,,,1,,
StopArea:ESUE,"Eugène Sue",,47.23337846,-1.59603562,,,1,,
StopArea:EUCA,"Europe",,47.26119756,-1.50282619,,,1,,
StopArea:EUVE,"Europe",,47.17300614,-1.47629459,,,1,,
StopArea:EVET,"Ecole Vétérinaire",,47.28998722,-1.52263248,,,1,,
StopArea:FACU,"Facultés",,47.24673337,-1.55548619,,,1,,
StopArea:FADI,"Fardière",,47.19851337,-1.60682070,,,1,,
StopArea:FALI,"Fallières",,47.22485204,-1.57927872,,,1,,
StopArea:FAME,"Frère Amieux",,47.20174279,-1.60983400,,,1,,
StopArea:FANE,"Faneurs",,47.21367931,-1.70205892,,,1,,
StopArea:FATA,"Fantaisie",,47.25352966,-1.57555877,,,1,,
StopArea:FAUV,"Fauvelière",,47.28299968,-1.50531922,,,1,,
StopArea:FBLA,"Fresche Blanc",,47.25312647,-1.55820038,,,1,,
StopArea:FDAY,"Faraday",,47.22664620,-1.61643132,,,1,,
StopArea:FDDR,"Fac de Droit",,47.24378992,-1.55196551,,,1,,
StopArea:FDLE,"Fac de Lettres",,47.24541603,-1.55181925,,,1,,
StopArea:FERI,"Ferrière",,47.24435750,-1.59102357,,,1,,
StopArea:FFAU,"Félix Faure",,47.22697421,-1.56942522,,,1,,
StopArea:FGRI,"Fief Guérin",,47.14388036,-1.66049085,,,1,,
StopArea:FIRC,"Firmin Colas",,47.20372880,-1.60707288,,,1,,
StopArea:FLEU,"Fleuriaye",,47.29850645,-1.49941791,,,1,,
